Season,team,count,score,diff,Numot,fgm,fga,fgm3,ftm,fta,or2,dr,ast,to2,stl,blk,pf
2003,1132,11,788,74,1,248,513,65,227,305,83,255,158,167,85,32,238
2003,1133,11,875,148,2,290,632,74,221,294,115,271,160,119,99,17,206
2003,1135,17,1375,184,1,438,888,125,374,479,142,414,266,237,137,60,289
2003,1137,13,800,147,0,262,588,84,192,288,118,324,161,193,75,28,200
2003,1138,5,376,79,0,136,276,29,75,110,57,117,85,73,41,13,106
2003,1139,24,1671,276,3,583,1202,203,302,410,183,498,326,229,147,44,356
2003,1140,23,1703,337,0,567,1157,149,420,553,235,575,328,295,165,57,470
2003,1141,23,1917,257,0,643,1211,166,465,597,235,551,385,417,169,97,460
2003,1142,15,1065,122,1,364,804,91,246,340,170,387,200,248,122,68,297
2003,1143,21,1598,218,1,579,1194,127,313,447,220,544,350,303,144,60,341
2003,1144,4,331,38,1,116,227,30,69,98,41,93,83,56,34,14,74
2003,1145,10,776,119,0,284,591,61,147,203,104,257,175,121,90,32,186
2003,1147,10,819,120,0,277,552,42,223,281,115,208,137,160,101,47,200
2003,1148,15,1086,143,0,382,769,71,251,330,168,357,172,230,84,29,220
2003,1149,12,861,107,1,310,653,41,200,251,125,261,153,159,133,46,233
2003,1150,13,973,154,1,336,779,113,188,296,194,321,222,159,129,38,218
2003,1151,19,1510,212,1,508,1038,144,350,466,231,471,311,311,126,67,341
2003,1152,3,203,12,0,81,178,16,25,49,36,72,47,40,25,11,51
2003,1153,17,1233,241,0,417,965,116,283,412,207,426,232,183,99,74,299
2003,1154,4,301,44,0,90,198,21,100,136,33,93,52,50,37,14,74
2003,1155,15,1146,180,0,408,825,74,256,395,208,365,211,177,105,39,260
2003,1156,8,578,75,0,195,404,48,140,195,86,197,127,122,55,41,135
2003,1157,11,807,112,0,273,584,75,186,241,143,257,141,157,77,18,227
2003,1158,22,1679,204,2,579,1271,211,310,456,230,547,336,289,153,102,398
2003,1159,12,849,138,0,306,638,78,159,218,118,277,168,156,87,21,227
2003,1160,20,1627,280,0,578,1192,111,360,512,281,578,309,285,126,146,346
2003,1161,17,1349,194,1,465,889,68,351,490,190,439,295,261,100,78,326
2003,1162,2,113,15,0,34,90,16,29,39,18,42,21,23,11,8,39
2003,1163,21,1789,355,1,655,1334,141,338,492,320,620,360,318,134,177,373
2003,1164,11,743,110,1,263,531,63,154,206,99,244,113,160,92,26,165
2003,1165,8,547,69,1,180,366,59,128,200,66,198,125,131,64,16,149
2003,1166,29,2340,516,1,847,1666,234,412,599,311,689,510,385,253,137,495
2003,1168,10,665,68,5,236,510,51,142,213,128,230,126,143,60,15,163
2003,1169,13,1011,135,3,341,706,83,246,334,152,305,189,213,125,24,287
2003,1170,11,840,93,2,286,597,72,196,283,115,270,151,172,95,28,242
2003,1171,7,464,76,0,156,331,70,82,127,48,172,115,84,46,17,119
2003,1172,14,1131,178,0,379,774,140,233,297,150,427,234,268,81,22,275
2003,1173,24,1770,231,1,581,1274,186,422,581,324,572,375,322,128,72,406
2003,1174,15,1094,150,1,387,869,101,219,311,145,392,229,182,134,59,254
2003,1175,15,1050,169,1,359,734,115,217,313,147,316,216,187,102,62,259
2003,1176,17,1253,227,0,417,979,150,269,366,209,440,264,210,129,32,290
2003,1177,16,1151,213,2,392,858,85,282,372,197,421,229,229,108,34,271
2003,1178,17,1299,261,0,476,942,80,267,365,201,395,251,188,121,49,311
2003,1179,8,582,69,2,191,390,49,151,196,64,198,120,99,42,13,139
2003,1180,18,1322,225,1,482,1047,127,231,349,200,450,288,219,145,73,315
2003,1181,24,2016,394,0,669,1430,175,503,698,321,579,347,337,215,137,480
2003,1182,9,646,57,2,224,452,42,156,223,102,203,108,181,70,32,158
2003,1183,13,1090,149,0,384,778,107,215,276,155,316,241,171,88,30,228
2003,1184,7,586,75,0,208,401,38,132,178,62,175,126,91,56,14,139
2003,1185,12,980,96,1,332,685,62,254,394,151,315,193,185,87,41,254
2003,1186,17,1275,207,0,423,850,76,353,458,163,395,271,279,148,54,335
2003,1187,10,721,130,0,262,604,47,150,214,153,280,140,125,58,46,166
2003,1189,10,672,82,0,244,511,42,142,193,119,234,112,158,75,26,161
2003,1190,17,1409,162,0,483,1010,88,355,480,239,439,253,319,176,107,325
2003,1191,12,918,104,0,303,585,76,236,309,94,321,204,191,70,49,220
2003,1192,15,1185,129,3,410,878,141,224,326,148,353,236,218,100,37,271
2003,1193,19,1397,152,2,470,1031,83,374,513,231,532,246,324,150,111,369
2003,1194,6,451,49,3,167,384,41,76,119,87,153,78,95,56,22,125
2003,1196,24,1899,383,3,670,1379,220,339,478,268,596,419,313,202,104,405
2003,1197,17,1286,171,5,417,922,153,299,426,233,433,200,293,144,42,323
2003,1198,7,449,87,1,153,361,30,113,186,92,177,75,108,66,15,112
2003,1199,14,1044,202,0,379,799,97,189,290,157,364,209,212,152,75,249
2003,1200,2,159,16,0,56,112,21,26,42,22,50,26,31,21,8,32
2003,1201,20,1450,201,4,524,1146,133,269,378,273,514,308,324,139,99,367
2003,1202,11,819,101,1,281,609,81,176,241,130,260,158,133,82,36,175
2003,1203,12,875,124,0,277,595,71,250,375,147,294,181,178,87,34,220
2003,1204,13,1078,91,0,382,795,88,226,353,183,321,201,197,90,52,236
2003,1205,4,303,26,0,115,259,35,38,46,51,110,75,48,29,22,54
2003,1206,16,1115,230,0,393,853,93,236,337,195,398,231,238,126,49,244
2003,1207,15,1179,283,1,410,899,74,285,387,202,406,253,245,184,95,277
2003,1208,19,1562,217,3,553,1160,136,320,442,238,501,355,222,148,90,316
2003,1209,13,986,175,2,355,722,79,197,278,132,310,191,190,110,76,208
2003,1210,14,1153,251,0,412,847,96,233,339,203,389,268,216,124,88,233
2003,1211,23,1805,326,2,613,1273,166,413,578,283,603,371,340,166,77,418
2003,1212,10,817,89,1,294,626,74,155,220,144,283,159,148,72,45,185
2003,1214,19,1414,187,0,492,1037,115,315,459,230,462,293,318,156,77,392
2003,1216,15,1047,135,0,374,807,76,223,345,199,347,206,199,111,40,253
2003,1217,11,806,87,3,287,648,87,145,215,153,304,175,187,94,29,197
2003,1218,18,1373,186,2,482,1003,99,310,445,225,410,320,264,130,52,315
2003,1219,7,532,55,0,196,390,40,100,157,75,184,106,101,57,17,131
2003,1220,8,563,75,0,199,446,59,106,175,124,220,127,125,48,35,152
2003,1221,25,1776,377,0,621,1310,134,400,566,305,622,398,341,197,113,454
2003,1222,8,505,53,0,179,399,53,94,120,72,225,102,115,42,37,108
2003,1224,13,1038,167,2,363,774,76,236,328,187,297,166,187,91,28,226
2003,1225,12,793,80,2,279,624,60,175,252,143,286,152,156,84,43,191
2003,1226,13,974,94,2,342,729,86,204,312,136,326,217,192,110,57,237
2003,1227,21,1668,271,0,608,1208,143,309,501,280,530,374,271,136,69,390
2003,1228,24,1877,452,0,677,1342,183,340,469,243,609,463,315,179,70,434
2003,1229,8,564,91,0,209,429,53,93,136,80,211,111,118,52,22,125
2003,1231,20,1509,251,2,495,1130,163,356,495,237,563,304,216,100,123,338
2003,1232,7,477,73,0,179,380,37,82,120,70,168,107,78,48,17,124
2003,1233,17,1360,186,2,484,986,105,287,407,190,444,319,254,143,80,316
2003,1234,15,1071,207,0,368,798,72,263,371,166,396,226,223,127,70,243
2003,1235,15,1168,280,0,433,865,85,217,306,154,431,199,181,95,101,265
2003,1236,9,692,68,1,245,520,61,141,204,85,233,140,112,75,30,162
2003,1237,19,1434,208,1,492,1004,135,315,434,205,409,297,277,171,37,337
2003,1238,10,772,97,0,268,547,67,169,242,88,266,181,158,100,30,192
2003,1239,12,891,151,0,313,662,62,203,287,162,321,174,217,85,71,215
2003,1240,19,1562,200,1,545,1119,160,312,445,235,434,333,265,180,48,389
2003,1241,12,857,106,0,302,667,75,178,258,145,263,161,172,92,88,218
2003,1242,23,1967,506,0,739,1430,114,375,560,319,632,416,334,256,121,364
2003,1243,13,1007,242,0,362,732,88,195,300,150,383,242,174,75,52,205
2003,1245,20,1579,212,1,556,1074,152,315,438,181,505,295,259,138,44,375
2003,1246,29,2290,466,0,837,1684,179,437,617,373,710,477,412,234,153,504
2003,1247,12,894,139,1,291,676,69,243,326,154,307,176,171,91,33,236
2003,1248,11,764,112,0,259,556,76,170,235,104,301,153,149,57,54,153
2003,1249,12,820,123,1,280,601,69,191,280,128,346,147,213,73,48,201
2003,1250,14,939,159,0,323,689,79,214,282,132,357,174,197,96,50,227
2003,1251,14,979,82,1,296,690,75,312,412,162,365,180,247,121,45,269
2003,1252,6,526,98,0,162,331,54,148,209,65,192,100,95,31,26,106
2003,1253,4,276,20,0,90,172,27,69,95,25,101,57,55,12,15,72
2003,1254,9,760,97,1,291,572,56,122,183,136,241,154,137,56,27,164
2003,1256,10,797,71,1,274,572,47,202,288,123,267,129,137,58,44,218
2003,1257,24,2011,440,1,695,1469,210,411,578,314,614,407,315,182,109,510
2003,1258,11,842,103,0,272,609,45,253,352,141,258,174,171,97,45,238
2003,1259,4,284,29,1,93,194,23,75,115,42,83,36,72,36,8,73
2003,1260,15,1172,163,2,407,915,87,271,378,236,396,190,207,121,64,280
2003,1261,21,1653,423,0,600,1140,153,300,450,226,545,390,288,174,92,321
2003,1263,12,978,179,0,366,671,94,152,217,125,349,237,217,85,86,199
2003,1264,23,1793,283,2,600,1300,129,464,582,261,558,325,320,212,95,493
2003,1265,13,997,85,1,327,746,108,235,294,129,352,198,159,80,55,208
2003,1266,23,1823,341,0,630,1263,129,434,574,301,559,383,301,149,85,411
2003,1267,13,992,155,0,333,673,89,237,315,104,357,191,166,76,55,225
2003,1268,19,1603,455,0,573,1160,137,320,450,256,524,385,266,229,131,335
2003,1269,10,715,118,0,240,500,69,166,232,104,251,164,154,70,61,180
2003,1270,13,956,146,0,337,711,89,193,296,177,326,194,211,108,66,274
2003,1271,5,378,50,0,128,267,57,65,88,59,118,65,74,37,17,101
2003,1272,23,1721,292,0,613,1367,166,329,504,317,613,405,324,174,116,410
2003,1273,22,1818,273,0,632,1290,152,402,572,318,627,386,364,145,101,382
2003,1274,11,836,164,1,297,652,71,171,242,151,283,182,178,123,56,204
2003,1275,12,778,128,0,268,578,83,159,225,105,255,147,112,85,23,193
2003,1276,17,1262,206,0,426,897,117,293,385,184,417,225,233,97,60,287
2003,1277,19,1343,281,1,461,950,84,337,447,192,469,268,267,139,80,360
2003,1278,16,1287,210,1,433,920,126,295,411,197,434,280,248,139,119,293
2003,1279,14,986,222,0,338,698,81,229,320,134,335,195,167,97,32,249
2003,1280,21,1547,361,1,580,1171,112,275,408,266,554,323,332,195,86,318
2003,1281,21,1590,279,0,576,1246,165,273,405,284,572,321,272,130,98,339
2003,1282,9,700,69,3,241,520,101,117,168,98,207,141,106,48,36,158
2003,1283,17,1141,231,3,396,885,73,276,399,208,399,182,217,139,60,329
2003,1284,15,1077,122,1,362,775,103,250,372,110,403,231,201,109,53,237
2003,1285,12,878,121,0,300,625,91,187,253,110,308,158,162,73,54,243
2003,1286,9,606,80,0,198,443,49,161,224,87,220,123,131,51,17,139
2003,1287,17,1461,200,1,519,981,106,317,404,180,377,280,220,148,41,281
2003,1288,7,530,63,0,184,403,44,118,180,106,173,85,105,40,19,137
2003,1289,4,284,20,0,95,194,28,66,93,32,106,55,55,23,13,59
2003,1290,14,1124,147,1,401,944,153,169,241,247,341,243,158,121,39,230
2003,1291,11,754,59,4,247,608,82,178,252,131,218,151,140,102,31,213
2003,1292,14,1033,159,0,372,744,96,193,279,137,389,182,188,78,40,259
2003,1293,15,1238,239,0,442,892,114,240,330,191,387,264,192,121,71,245
2003,1296,17,1237,173,1,420,873,104,293,440,218,426,214,272,151,69,324
2003,1298,7,486,69,0,156,354,56,118,171,67,170,112,100,48,25,131
2003,1299,1,61,7,0,22,49,7,10,20,10,24,14,18,6,3,14
2003,1301,18,1402,271,1,462,943,161,317,409,166,423,300,249,153,64,305
2003,1304,11,769,112,2,278,620,45,168,268,138,314,148,143,70,46,205
2003,1305,17,1324,205,0,420,936,107,377,513,205,440,206,207,112,63,320
2003,1306,5,348,49,0,119,252,39,71,120,44,140,57,72,45,10,80
2003,1307,9,666,85,0,203,448,74,186,243,75,221,121,100,55,27,141
2003,1308,19,1449,232,1,513,1087,121,302,397,224,474,262,252,139,77,290
2003,1309,13,985,143,0,342,725,69,232,338,172,325,179,181,91,55,215
2003,1310,17,1321,139,1,468,934,90,295,438,209,410,266,231,129,46,279
2003,1311,2,110,10,0,39,84,12,20,26,16,50,25,32,8,3,27
2003,1313,14,950,142,0,333,702,80,204,316,149,350,153,234,104,59,246
2003,1314,17,1259,208,0,449,976,131,230,338,180,435,292,256,154,89,257
2003,1317,5,398,26,2,134,281,43,87,119,58,136,82,83,26,22,112
2003,1318,14,1073,175,1,375,815,95,228,337,179,354,204,223,145,54,292
2003,1319,13,1005,134,2,338,704,127,202,292,142,345,197,225,55,40,243
2003,1320,10,719,85,0,252,508,82,133,205,79,240,150,120,43,18,159
2003,1321,12,838,146,2,286,610,79,187,277,136,282,212,149,92,39,190
2003,1322,6,429,48,0,151,319,19,108,169,69,154,74,109,64,26,118
2003,1323,22,1799,349,3,611,1310,182,395,510,235,638,386,288,179,140,345
2003,1324,15,1247,191,0,418,846,105,306,446,175,377,234,211,115,54,272
2003,1325,14,1074,78,9,352,737,93,277,411,155,350,204,206,92,44,266
2003,1326,17,1195,163,0,402,876,101,290,414,182,431,232,231,93,31,276
2003,1328,24,1798,373,3,639,1367,192,328,459,284,614,369,279,173,92,442
2003,1329,20,1468,276,1,526,1105,107,309,483,252,490,268,293,193,115,408
2003,1330,12,874,180,0,298,639,77,201,270,132,317,202,159,114,40,213
2003,1331,17,1357,254,0,448,961,137,324,427,211,455,285,245,100,82,319
2003,1332,23,2004,398,1,699,1436,217,389,503,266,591,426,330,193,67,471
2003,1333,12,856,114,0,294,627,52,216,305,126,334,170,182,55,44,196
2003,1334,12,867,151,1,299,664,94,175,241,138,305,169,171,71,34,220
2003,1335,22,1598,345,0,548,1124,210,292,416,202,549,350,276,158,48,382
2003,1336,7,488,69,0,170,365,47,101,126,71,156,99,111,42,43,125
2003,1337,15,1260,148,2,460,938,131,209,287,175,364,237,198,98,53,253
2003,1338,26,1981,501,0,715,1388,171,380,597,297,668,479,394,210,109,457
2003,1339,10,701,90,0,230,516,69,172,231,69,224,160,127,77,29,189
2003,1340,4,284,38,0,93,200,26,72,95,39,100,63,75,22,8,87
2003,1341,17,1228,112,0,420,932,72,316,431,185,463,212,254,120,29,325
2003,1343,15,991,154,0,351,708,106,183,267,121,323,220,204,128,32,245
2003,1344,16,1232,223,2,421,897,109,281,354,179,382,264,224,155,107,246
2003,1345,18,1423,302,1,471,994,106,375,490,184,458,257,240,137,66,352
2003,1346,16,1230,164,0,441,904,107,241,361,177,404,284,252,142,43,321
2003,1347,10,671,69,1,224,576,67,156,234,127,280,107,126,61,39,172
2003,1348,18,1336,141,1,459,1095,100,318,485,283,434,248,249,154,53,372
2003,1349,17,1301,212,1,439,896,111,312,402,171,418,280,274,148,64,337
2003,1350,15,1081,228,2,373,808,112,223,310,155,361,207,194,110,68,249
2003,1351,12,814,97,0,292,651,77,153,208,131,290,172,160,93,50,187
2003,1352,9,666,80,0,217,448,74,158,214,88,205,125,107,40,19,156
2003,1353,12,856,134,0,302,704,87,165,232,155,296,178,163,113,78,237
2003,1354,20,1539,191,1,527,1072,108,377,521,242,513,225,372,161,67,392
2003,1356,24,1833,256,1,668,1364,144,353,484,241,545,326,280,201,70,440
2003,1357,7,520,49,0,192,407,54,82,115,71,161,113,94,57,13,123
2003,1358,21,1523,229,1,510,1092,124,379,528,227,553,351,308,174,120,392
2003,1359,12,844,130,2,283,550,111,167,218,78,311,210,177,62,22,200
2003,1360,17,1342,198,1,454,909,118,316,462,191,468,294,295,86,56,319
2003,1361,14,1025,151,0,364,761,80,217,320,167,331,214,192,104,36,255
2003,1362,14,1081,170,0,384,734,115,198,277,151,320,219,198,72,25,264
2003,1363,5,337,17,1,129,294,21,58,88,66,102,79,61,30,5,91
2003,1364,18,1200,243,0,399,865,115,287,370,169,430,245,220,110,19,288
2003,1365,12,831,75,0,288,620,73,182,271,137,324,155,180,64,31,229
2003,1366,3,203,29,0,77,169,9,40,69,45,76,39,60,27,13,73
2003,1368,9,628,63,2,197,461,60,174,245,95,210,119,127,77,16,177
2003,1369,9,700,97,0,233,505,73,161,211,97,236,168,118,51,20,150
2003,1371,17,1227,203,1,430,924,87,280,395,205,440,238,250,141,69,296
2003,1372,19,1412,249,1,491,986,97,333,471,189,420,234,247,166,40,344
2003,1373,19,1469,204,0,488,1086,114,379,523,280,504,291,303,137,66,374
2003,1374,17,1326,172,4,459,992,100,308,450,231,452,244,264,140,106,296
2003,1375,12,895,138,1,312,690,95,176,262,120,260,166,130,115,16,211
2003,1376,12,866,151,0,305,670,70,186,273,138,287,191,162,122,47,178
2003,1378,14,1026,134,0,378,809,100,170,256,169,368,266,194,127,73,228
2003,1379,13,959,104,2,323,722,48,265,371,164,358,185,200,86,56,235
2003,1380,7,485,81,1,183,433,32,87,137,111,187,105,107,71,40,118
2003,1381,9,656,80,0,226,427,66,138,178,54,205,153,128,74,21,178
2003,1382,13,1092,160,1,379,826,138,196,248,155,287,215,153,108,32,236
2003,1383,14,1217,183,2,415,786,123,264,374,143,324,259,244,154,54,303
2003,1384,14,1012,117,1,344,735,92,232,324,132,343,209,232,113,42,233
2003,1385,16,1200,163,0,422,970,93,263,381,243,364,196,201,154,79,300
2003,1386,23,1664,369,1,564,1239,197,339,484,255,558,343,300,172,128,415
2003,1387,16,1027,161,2,355,756,92,225,326,115,358,208,159,99,43,275
2003,1388,14,1026,168,0,337,706,76,276,364,143,374,175,236,90,52,295
2003,1389,10,787,107,1,287,622,67,146,189,122,237,140,132,85,41,205
2003,1390,23,1712,238,1,610,1326,170,322,474,294,593,357,324,137,81,410
2003,1391,6,463,48,0,168,380,35,92,120,83,148,80,94,69,13,96
2003,1392,11,823,91,3,270,553,57,226,316,119,254,155,180,84,33,177
2003,1393,24,2007,346,1,733,1485,138,403,570,320,665,393,320,207,173,400
2003,1394,11,887,129,0,301,614,41,244,326,130,283,157,167,83,28,209
2003,1395,9,794,88,0,265,577,66,198,286,129,252,158,125,68,26,177
2003,1396,15,1121,198,0,402,918,129,188,275,209,358,180,138,169,66,232
2003,1397,17,1190,177,0,411,866,105,263,358,171,429,279,257,118,62,276
2003,1398,1,87,9,0,28,49,8,23,30,4,28,14,24,8,2,20
2003,1399,17,1373,234,0,454,903,90,375,503,214,454,297,304,135,62,324
2003,1400,22,1721,326,1,615,1346,121,370,521,357,586,321,301,153,84,416
2003,1401,14,1062,171,2,379,795,101,203,287,131,408,279,203,87,24,236
2003,1402,15,1156,188,1,380,796,127,269,375,165,349,237,230,151,52,283
2003,1403,18,1456,291,1,556,1106,71,273,408,214,441,329,206,179,50,282
2003,1404,10,818,101,2,290,566,79,159,236,95,249,177,152,90,34,179
2003,1405,13,987,147,0,334,653,124,195,278,124,289,182,217,105,36,251
2003,1406,4,246,49,0,87,197,15,57,87,45,124,59,78,32,26,56
2003,1407,25,2038,339,0,719,1613,242,358,509,372,640,393,353,250,140,397
2003,1408,15,1164,266,0,420,846,98,226,324,183,388,277,203,121,58,235
2003,1409,22,1647,311,0,582,1239,150,333,453,238,600,342,289,172,118,359
2003,1410,6,389,46,0,134,298,25,96,161,69,159,85,94,35,7,92
2003,1411,18,1392,163,1,461,970,108,362,568,216,496,273,294,106,37,336
2003,1412,18,1455,261,1,537,1146,118,263,388,216,408,299,245,231,57,370
2003,1414,19,1398,216,3,484,1030,107,323,438,215,445,236,265,142,56,368
2003,1415,5,338,23,0,121,256,40,56,88,47,104,69,60,31,9,90
2003,1416,20,1543,272,2,541,1129,141,320,425,251,500,307,298,171,68,358
2003,1417,10,842,124,2,311,604,63,157,218,130,296,169,179,59,41,169
2003,1418,19,1499,258,2,532,1116,128,307,461,248,468,291,286,164,84,344
2003,1419,11,817,130,1,281,643,41,214,331,150,286,141,182,115,39,231
2003,1420,7,496,80,0,174,357,19,129,185,76,190,95,103,50,25,137
2003,1421,13,1034,83,5,354,752,90,236,307,160,343,212,194,112,46,234
2003,1422,6,462,58,1,167,344,37,91,127,69,164,87,91,42,35,110
2003,1423,24,1774,407,1,640,1357,167,327,474,251,579,362,258,225,47,418
2003,1424,21,1632,244,1,561,1162,134,376,524,224,484,316,313,203,75,387
2003,1425,13,1113,189,0,394,853,89,236,342,203,312,199,196,132,50,270
2003,1426,14,956,151,2,340,682,36,240,353,167,382,206,234,79,49,221
2003,1427,9,705,79,2,228,480,81,168,228,84,256,138,157,41,31,183
2003,1428,23,1586,263,1,543,1145,165,335,466,228,549,304,286,103,94,432
2003,1429,22,1515,227,1,542,1147,100,331,460,274,505,333,247,105,49,337
2003,1431,5,417,62,1,140,264,41,96,129,37,149,76,72,28,28,95
2003,1433,18,1415,258,1,503,1073,124,285,388,207,490,241,243,124,100,329
2003,1434,20,1533,300,2,542,1061,125,324,506,226,502,398,291,186,84,376
2003,1435,11,869,165,0,302,588,74,191,269,113,270,187,174,93,56,207
2003,1436,19,1364,229,0,497,1049,101,269,395,249,515,298,256,134,59,290
2003,1437,15,1201,184,2,395,885,113,298,416,229,389,228,252,124,61,298
2003,1438,14,1101,125,1,382,829,111,226,327,193,366,214,223,87,76,247
2003,1439,11,829,163,0,283,642,83,180,258,167,276,164,151,85,61,184
2003,1440,8,523,58,0,193,435,43,94,149,92,204,126,121,56,32,143
2003,1441,6,433,48,0,155,334,43,80,103,65,148,84,95,48,27,88
2003,1442,5,383,19,2,126,273,37,94,130,64,104,78,79,36,7,89
2003,1443,23,1721,313,1,590,1250,161,380,563,284,559,322,338,172,84,427
2003,1444,19,1401,279,1,481,1056,121,318,454,247,434,265,253,181,60,355
2003,1447,21,1614,240,0,573,1147,150,318,424,227,494,343,304,172,62,345
2003,1448,24,1933,376,2,645,1357,151,492,655,348,675,369,373,153,103,419
2003,1449,10,811,135,0,282,599,66,181,270,133,243,163,169,73,46,205
2003,1450,7,541,62,0,182,407,63,114,159,80,195,102,115,38,25,131
2003,1451,25,1895,236,0,623,1321,155,494,673,253,577,361,302,173,16,475
2003,1452,14,995,123,0,359,726,104,173,268,104,324,230,175,92,54,199
2003,1453,9,673,108,0,210,450,47,206,278,110,243,106,124,33,29,161
2003,1454,23,1799,285,0,631,1288,179,358,529,266,541,406,356,210,78,458
2003,1455,18,1353,177,0,464,957,141,284,381,200,447,299,276,108,48,295
2003,1456,12,856,87,2,294,628,88,180,262,128,302,181,141,69,26,184
2003,1457,18,1349,195,1,460,977,137,292,445,204,443,230,270,148,92,343
2003,1458,22,1622,402,0,572,1178,140,338,439,232,513,302,225,162,72,310
2003,1459,10,796,71,1,285,600,92,134,189,112,240,169,130,79,35,183
2003,1460,9,653,58,0,219,477,69,146,197,83,193,124,110,56,21,162
2003,1461,19,1446,207,1,475,1010,94,402,567,220,512,280,244,114,60,328
2003,1462,25,2050,400,2,700,1493,160,490,643,350,643,434,308,142,87,385
2003,1463,13,968,164,1,329,694,96,214,284,117,369,214,207,96,36,213
2003,1464,7,462,38,0,167,381,31,97,167,102,167,96,93,55,34,127
2004,1102,22,1404,333,0,466,913,192,280,387,130,352,304,225,175,56,353
2004,1103,13,973,127,1,324,662,80,245,370,155,318,210,199,103,42,221
2004,1104,17,1298,229,1,440,937,118,300,434,198,438,211,214,120,48,296
2004,1105,13,984,119,0,316,705,97,255,363,146,352,186,220,88,47,266
2004,1106,16,1087,198,2,364,776,93,266,393,180,393,196,267,122,57,287
2004,1107,5,329,41,1,109,251,26,85,108,48,127,61,72,35,14,91
2004,1108,11,792,85,0,270,558,80,172,246,113,259,160,173,66,27,198
2004,1110,18,1242,188,1,425,910,122,270,407,193,455,249,260,144,42,317
2004,1111,8,611,92,0,232,490,61,86,139,96,179,134,110,94,46,137
2004,1112,20,1803,320,0,648,1301,160,347,443,277,551,415,294,141,94,285
2004,1113,10,832,118,1,261,548,58,252,336,120,264,185,151,65,37,178
2004,1114,14,1000,196,1,331,714,76,262,359,167,322,171,204,94,43,246
2004,1115,1,61,7,0,23,51,4,11,22,9,27,13,12,6,4,17
2004,1116,12,950,191,0,320,678,93,217,292,134,286,195,166,99,57,220
2004,1117,15,1138,155,1,390,823,116,242,335,186,371,193,238,111,41,287
2004,1119,4,240,19,0,72,151,20,76,121,15,92,42,59,35,9,88
2004,1120,14,1080,264,0,389,796,89,213,310,212,341,236,218,154,69,220
2004,1122,19,1287,195,0,436,963,111,304,417,189,470,247,243,130,84,320
2004,1123,13,981,132,1,317,705,72,275,368,146,322,174,164,79,34,250
2004,1124,7,497,54,3,170,367,34,123,184,82,168,98,113,71,23,112
2004,1125,20,1471,232,3,504,1056,186,277,403,179,488,341,292,185,52,359
2004,1126,8,568,51,3,185,409,56,142,205,89,202,98,127,77,17,138
2004,1127,14,888,128,0,301,700,66,220,334,176,342,148,211,108,79,243
2004,1128,18,1362,239,1,455,904,163,289,423,195,454,280,278,138,55,338
2004,1129,19,1433,224,1,488,1051,129,328,442,210,441,263,235,122,57,315
2004,1130,23,1636,242,4,575,1206,93,393,594,283,581,388,308,163,71,352
2004,1131,23,1606,278,2,571,1284,148,316,458,255,552,349,273,195,93,438
2004,1132,12,909,129,1,287,586,87,248,325,106,304,200,192,75,53,265
2004,1133,15,1055,119,1,325,756,96,309,423,142,379,204,219,112,32,307
2004,1135,13,1075,164,2,373,737,119,210,272,108,325,235,200,132,46,225
2004,1137,12,817,198,0,282,555,50,203,299,114,318,153,192,107,36,207
