Season,team1,team2,result,odds1,daynum,loc,avg_score_1,avg_diff_1,avg_numot_1,avg_fgm_1,avg_fga_1,avg_fgm3_1,avg_ftm_1,avg_fta_1,avg_or_1,avg_dr_1,avg_ast_1,avg_to_1,avg_stl_1,avg_blk_1,avg_pf_1,seed1,avg_score_2,avg_diff_2,avg_numot_2,avg_fgm_2,avg_fga_2,avg_fgm3_2,avg_ftm_2,avg_fta_2,avg_or_2,avg_dr_2,avg_ast_2,avg_to_2,avg_stl_2,avg_blk_2,avg_pf_2,seed2
2003,1360,1390,0,0,136,0,582.2142857,3.107142857,0.071428571,25.21428571,53.53571429,6.928571429,17.32142857,26.32142857,11.53571429,26.35714286,16.39285714,18.17857143,5.392857143,3.428571429,20.14285714,0,413.9354839,5.290322581,0.032258065,25.64516129,58.03225806,6.935483871,14.03225806,20.77419355,13.74193548,25.12903226,14.64516129,14.32258065,5.516129032,3.35483871,18.51612903,0
2003,1173,1409,0,0,136,0,263.2758621,6.482758621,0.034482759,24.48275862,54.20689655,7.517241379,16.31034483,22.79310345,13.48275862,23.17241379,15.20689655,13.31034483,5.379310345,2.931034483,17.5862069,0,462.1935484,8.258064516,0.032258065,26.38709677,57.03225806,6.64516129,14.09677419,19.38709677,11.16129032,25.80645161,14.77419355,14.32258065,7.580645161,5,17.32258065,0
2003,1451,1458,0,0,136,0,265.4827586,7.034482759,0,24.62068966,52.86206897,6.103448276,18.86206897,25.68965517,10.34482759,22.75862069,14.27586207,12.44827586,6.75862069,0.655172414,18.86206897,0,407.862069,12.03448276,0,25.03448276,53.89655172,6.24137931,14.4137931,19.44827586,10.31034483,22.55172414,13.31034483,10.51724138,6.965517241,2.827586207,14.82758621,0
2003,1386,1120,0,0,137,0,344.137931,11.34482759,0.068965517,24.24137931,54.4137931,8.034482759,14.10344828,20.65517241,11.17241379,24.13793103,14,12.93103448,7.206896552,5.551724138,18.75862069,0,458.7333333,4.533333333,0,25.7,54.7,5.633333333,13.06666667,19.73333333,11.93333333,22.56666667,13.4,15.9,8.033333333,4.966666667,16.36666667,0
2003,1280,1139,0,0,137,0,435.5666667,10,0.066666667,26.33333333,55.8,5.566666667,11.93333333,17.63333333,12.66666667,24.6,14.5,15.63333333,8.733333333,3.733333333,15.9,0,254,7.655172414,0.137931034,24.06896552,50.65517241,8.482758621,11.96551724,16.55172414,7.827586207,20.37931034,12.96551724,10.4137931,6.344827586,1.862068966,16.06896552,0
2003,1358,1196,0,0,137,0,358.1851852,6.518518519,0.111111111,24.2962963,53.37037037,6.481481481,16.7037037,23.51851852,10.77777778,25.96296296,15.59259259,15.7037037,7.814814815,5.592592593,19.59259259,0,331.3225806,11.22580645,0.096774194,26.93548387,56.51612903,8.677419355,13.35483871,18.93548387,10.80645161,24.25806452,16.41935484,13.38709677,7.774193548,4.096774194,16.90322581,0
2003,1104,1231,0,0,137,0,479.0714286,4.285714286,0.035714286,24.03571429,57.17857143,6.357142857,14.85714286,20.92857143,13.57142857,23.92857143,12.10714286,13.28571429,6.607142857,3.785714286,18.03571429,0,508.78125,3.53125,0.09375,23.4375,54.9375,7.53125,16.125,22.625,11.21875,25.625,13.8125,11.5,4.4375,5.34375,18.0625,0
2003,1237,1246,0,0,137,0,547.34375,0.84375,0.0625,24.4375,53.9375,6.5,15.875,22.625,11.6875,20.90625,13.375,15.90625,8.1875,1.8125,19.34375,0,188.375,13.4375,0,28.46875,58.40625,5.90625,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375,0
2003,1122,1257,0,0,137,0,344.5555556,2,0.148148148,23.55555556,52.07407407,6,16.59259259,24,10.62962963,24.22222222,13.40740741,15.22222222,7.037037037,4.666666667,18.66666667,0,318.4333333,13.36666667,0.066666667,27.96666667,60.83333333,8.433333333,17.46666667,25.1,13.2,25.1,16.6,13.36666667,7.2,4.733333333,22.66666667,0
2003,1423,1268,0,0,137,0,343.7333333,11.76666667,0.066666667,26.03333333,56.4,6.766666667,12.53333333,18.2,9.966666667,23.13333333,14.66666667,11.46666667,9.2,1.9,18.43333333,0,464.8214286,13.92857143,0.071428571,29.42857143,63.35714286,6.75,15.17857143,21.57142857,13.75,26.75,18.89285714,14.10714286,10.89285714,6.607142857,19,0
2003,1160,1277,0,0,137,0,464.0967742,5.451612903,0.032258065,27.19354839,61.32258065,4.967741935,16.16129032,23.93548387,14.48387097,27.96774194,13.38709677,14,6.129032258,6.64516129,17.70967742,0,537.6451613,6.258064516,0.032258065,23.03225806,51.09677419,4.903225806,16.25806452,22.12903226,10.67741935,24.25806452,13.61290323,14.5483871,6.387096774,3.709677419,20.03225806,0
2003,1335,1329,0,0,137,0,306.4074074,10.77777778,0.037037037,24,51.51851852,9,13.18518519,18.77777778,9.333333333,24.18518519,14.85185185,13,7.185185185,2.148148148,17.77777778,0,463.0689655,6.517241379,0.034482759,24.65517241,55.4137931,4.862068966,14.55172414,22.34482759,12.37931034,24.06896552,12.24137931,14.65517241,8.793103448,5.586206897,20.13793103,0
2003,1447,1338,0,0,137,0,518.8387097,4.096774194,0,27.22580645,57.67741935,7.032258065,14.06451613,19.29032258,12,22.35483871,16.09677419,14.96774194,7.516129032,2.806451613,17.58064516,0,244.4333333,15.76666667,0,26.86666667,53.5,6.366666667,14.5,22.8,11.3,25.36666667,17.76666667,15.1,8.066666667,4.1,17.96666667,0
2003,1261,1345,0,0,137,0,460.0967742,10.32258065,0,26.80645161,55.06451613,6.741935484,12.87096774,19.87096774,10.61290323,24.51612903,16.38709677,13.87096774,8,4.161290323,16.35483871,0,531.1785714,6.5,0.035714286,23.75,54.39285714,5.107142857,19.14285714,25.5,10.39285714,23.46428571,12.25,13.82142857,7.178571429,2.928571429,19.82142857,0
2003,1264,1393,0,0,137,0,323.3448276,8.413793103,0.172413793,25.93103448,57.55172414,5.517241379,18.79310345,23.89655172,11.31034483,23.31034483,13.86206897,14.20689655,9.172413793,3.896551724,21.93103448,0,309.3793103,10.20689655,0.034482759,29.24137931,62.20689655,5.24137931,16.37931034,23.62068966,14.31034483,26.89655172,14.96551724,13.62068966,8.310344828,7.275862069,16.5862069,0
2003,1421,1400,0,0,137,0,819.6551724,-7.24137931,0.172413793,24.37931034,56.79310345,6.482758621,15.96551724,20.93103448,12.27586207,23.17241379,13.03448276,16.20689655,7.068965517,3,19.10344828,0,361.4642857,10.17857143,0.035714286,28,62.42857143,5.857142857,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,0
2003,1332,1428,0,0,137,0,437.25,8.25,0.03125,28.59375,62,9,16.03125,20.65625,11.375,24.5,17.46875,15.21875,8.03125,2.78125,20.9375,0,386.0666667,6.733333333,0.066666667,23.16666667,50.73333333,7.166666667,13.23333333,18.8,10.13333333,23.2,13.2,12.7,4.666666667,3.766666667,20.1,0
2003,1190,1448,0,0,137,0,492.9259259,2.222222222,0,28.07407407,61.40740741,5.222222222,18.33333333,24.81481481,14,24.03703704,14.03703704,18.74074074,10.7037037,5.259259259,19.51851852,0,316.3103448,10.79310345,0.068965517,26.13793103,57.24137931,6.103448276,20.03448276,26.62068966,14.75862069,26.93103448,14.5862069,15.10344828,6.413793103,4.379310345,18.48275862,0
2003,1407,1462,0,0,137,0,302.4333333,8.8,0,28.23333333,65.33333333,9.466666667,13.43333333,19.53333333,15.06666667,24.7,15.06666667,13.73333333,9.533333333,5.2,16.6,0,312,12.26666667,0.066666667,26.8,59.2,6.433333333,18.2,24.36666667,13.93333333,25.5,16.4,13.03333333,5.466666667,3.033333333,15.76666667,0
2003,1211,1112,0,0,138,0,370.7419355,8.870967742,0.096774194,26.06451613,55.4516129,7.161290323,17.77419355,24.64516129,11.93548387,25.32258065,15.74193548,14.5483871,6.806451613,3.516129032,18.64516129,0,196.1071429,14.96428571,0.071428571,30.32142857,65.71428571,7.035714286,17.53571429,25,15.17857143,27.64285714,17.64285714,14.78571429,8.464285714,4.214285714,17.75,0
2003,1390,1163,0,0,138,0,413.9354839,5.290322581,0.032258065,25.64516129,58.03225806,6.935483871,14.03225806,20.77419355,13.74193548,25.12903226,14.64516129,14.32258065,5.516129032,3.35483871,18.51612903,0,408.5333333,8.633333333,0.033333333,29.53333333,62.2,6.066666667,14.9,22.1,14.76666667,27.9,15.63333333,15.8,5.933333333,7.733333333,18.4,0
2003,1141,1181,0,0,138,0,302.1724138,6.103448276,0,26.62068966,52.68965517,6.827586207,19.27586207,25.17241379,10.5862069,23.27586207,15.62068966,18.24137931,7.103448276,4,20.96551724,0,303.4,11.56666667,0.066666667,27.36666667,60.33333333,7.333333333,19.9,28.06666667,13.76666667,23.1,13.83333333,14.03333333,8.5,5.133333333,21.26666667,0
2003,1113,1242,0,0,138,0,472.2758621,6.793103448,0.068965517,27.20689655,56.89655172,4,17.55172414,26.20689655,13.68965517,23.31034483,15.55172414,14,5.206896552,4.24137931,19.4137931,0,355.3666667,14.96666667,0,30.23333333,62.3,4.8,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7,0
2003,1281,1266,0,0,138,0,464.516129,5.290322581,0,26.16129032,59.19354839,7.483870968,11.96774194,18.16129032,13.48387097,25.90322581,13.74193548,13.61290323,5.709677419,4.322580645,16.87096774,0,291.1785714,10.71428571,0.035714286,27.21428571,56.25,5.785714286,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,13.57142857,6,3.642857143,18.64285714,0
2003,1228,1323,0,0,138,0,308.1666667,14.03333333,0,27.1,55.8,7.433333333,13.8,19.1,9.733333333,25.4,18.26666667,13.16666667,7,3.1,19.13333333,0,442.1290323,8.903225806,0.096774194,27.22580645,60.67741935,8.290322581,17.35483871,22.83870968,11.38709677,26.87096774,16.90322581,12.77419355,7.451612903,5.64516129,16.22580645,0
2003,1143,1328,0,0,138,0,370.4137931,4.724137931,0.103448276,27.34482759,58.72413793,6.413793103,13.37931034,19.51724138,11.24137931,24.37931034,16,14.17241379,6.551724138,2.793103448,17.10344828,0,325.5333333,11,0.1,25.26666667,56.53333333,7.466666667,13.16666667,18.6,12.13333333,24.96666667,14.16666667,11.8,6.933333333,3.766666667,18.6,0
2003,1409,1458,0,0,138,0,462.1935484,8.258064516,0.032258065,26.38709677,57.03225806,6.64516129,14.09677419,19.38709677,11.16129032,25.80645161,14.77419355,14.32258065,7.580645161,5,17.32258065,0,407.862069,12.03448276,0,25.03448276,53.89655172,6.24137931,14.4137931,19.44827586,10.31034483,22.55172414,13.31034483,10.51724138,6.965517241,2.827586207,14.82758621,0
2003,1448,1120,0,0,139,0,316.3103448,10.79310345,0.068965517,26.13793103,57.24137931,6.103448276,20.03448276,26.62068966,14.75862069,26.93103448,14.5862069,15.10344828,6.413793103,4.379310345,18.48275862,0,458.7333333,4.533333333,0,25.7,54.7,5.633333333,13.06666667,19.73333333,11.93333333,22.56666667,13.4,15.9,8.033333333,4.966666667,16.36666667,0
2003,1257,1139,0,0,139,0,318.4333333,13.36666667,0.066666667,27.96666667,60.83333333,8.433333333,17.46666667,25.1,13.2,25.1,16.6,13.36666667,7.2,4.733333333,22.66666667,0,254,7.655172414,0.137931034,24.06896552,50.65517241,8.482758621,11.96551724,16.55172414,7.827586207,20.37931034,12.96551724,10.4137931,6.344827586,1.862068966,16.06896552,0
2003,1428,1246,0,0,139,0,386.0666667,6.733333333,0.066666667,23.16666667,50.73333333,7.166666667,13.23333333,18.8,10.13333333,23.2,13.2,12.7,4.666666667,3.766666667,20.1,0,188.375,13.4375,0,28.46875,58.40625,5.90625,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375,0
2003,1462,1268,0,0,139,0,312,12.26666667,0.066666667,26.8,59.2,6.433333333,18.2,24.36666667,13.93333333,25.5,16.4,13.03333333,5.466666667,3.033333333,15.76666667,0,464.8214286,13.92857143,0.071428571,29.42857143,63.35714286,6.75,15.17857143,21.57142857,13.75,26.75,18.89285714,14.10714286,10.89285714,6.607142857,19,0
2003,1196,1277,0,0,139,0,331.3225806,11.22580645,0.096774194,26.93548387,56.51612903,8.677419355,13.35483871,18.93548387,10.80645161,24.25806452,16.41935484,13.38709677,7.774193548,4.096774194,16.90322581,0,537.6451613,6.258064516,0.032258065,23.03225806,51.09677419,4.903225806,16.25806452,22.12903226,10.67741935,24.25806452,13.61290323,14.5483871,6.387096774,3.709677419,20.03225806,0
2003,1231,1338,0,0,139,0,508.78125,3.53125,0.09375,23.4375,54.9375,7.53125,16.125,22.625,11.21875,25.625,13.8125,11.5,4.4375,5.34375,18.0625,0,244.4333333,15.76666667,0,26.86666667,53.5,6.366666667,14.5,22.8,11.3,25.36666667,17.76666667,15.1,8.066666667,4.1,17.96666667,0
2003,1329,1393,0,0,139,0,463.0689655,6.517241379,0.034482759,24.65517241,55.4137931,4.862068966,14.55172414,22.34482759,12.37931034,24.06896552,12.24137931,14.65517241,8.793103448,5.586206897,20.13793103,0,309.3793103,10.20689655,0.034482759,29.24137931,62.20689655,5.24137931,16.37931034,23.62068966,14.31034483,26.89655172,14.96551724,13.62068966,8.310344828,7.275862069,16.5862069,0
2003,1345,1400,0,0,139,0,531.1785714,6.5,0.035714286,23.75,54.39285714,5.107142857,19.14285714,25.5,10.39285714,23.46428571,12.25,13.82142857,7.178571429,2.928571429,19.82142857,0,361.4642857,10.17857143,0.035714286,28,62.42857143,5.857142857,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,0
2003,1323,1112,0,0,143,0,442.1290323,8.903225806,0.096774194,27.22580645,60.67741935,8.290322581,17.35483871,22.83870968,11.38709677,26.87096774,16.90322581,12.77419355,7.451612903,5.64516129,16.22580645,0,196.1071429,14.96428571,0.071428571,30.32142857,65.71428571,7.035714286,17.53571429,25,15.17857143,27.64285714,17.64285714,14.78571429,8.464285714,4.214285714,17.75,0
2003,1181,1242,0,0,143,0,303.4,11.56666667,0.066666667,27.36666667,60.33333333,7.333333333,19.9,28.06666667,13.76666667,23.1,13.83333333,14.03333333,8.5,5.133333333,21.26666667,0,355.3666667,14.96666667,0,30.23333333,62.3,4.8,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7,0
2003,1458,1246,0,0,143,0,407.862069,12.03448276,0,25.03448276,53.89655172,6.24137931,14.4137931,19.44827586,10.31034483,22.55172414,13.31034483,10.51724138,6.965517241,2.827586207,14.82758621,0,188.375,13.4375,0,28.46875,58.40625,5.90625,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375,0
2003,1338,1266,0,0,143,0,244.4333333,15.76666667,0,26.86666667,53.5,6.366666667,14.5,22.8,11.3,25.36666667,17.76666667,15.1,8.066666667,4.1,17.96666667,0,291.1785714,10.71428571,0.035714286,27.21428571,56.25,5.785714286,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,13.57142857,6,3.642857143,18.64285714,0
2003,1268,1277,0,0,144,0,464.8214286,13.92857143,0.071428571,29.42857143,63.35714286,6.75,15.17857143,21.57142857,13.75,26.75,18.89285714,14.10714286,10.89285714,6.607142857,19,0,537.6451613,6.258064516,0.032258065,23.03225806,51.09677419,4.903225806,16.25806452,22.12903226,10.67741935,24.25806452,13.61290323,14.5483871,6.387096774,3.709677419,20.03225806,0
2003,1139,1328,0,0,144,0,254,7.655172414,0.137931034,24.06896552,50.65517241,8.482758621,11.96551724,16.55172414,7.827586207,20.37931034,12.96551724,10.4137931,6.344827586,1.862068966,16.06896552,0,325.5333333,11,0.1,25.26666667,56.53333333,7.466666667,13.16666667,18.6,12.13333333,24.96666667,14.16666667,11.8,6.933333333,3.766666667,18.6,0
2003,1120,1393,0,0,144,0,458.7333333,4.533333333,0,25.7,54.7,5.633333333,13.06666667,19.73333333,11.93333333,22.56666667,13.4,15.9,8.033333333,4.966666667,16.36666667,0,309.3793103,10.20689655,0.034482759,29.24137931,62.20689655,5.24137931,16.37931034,23.62068966,14.31034483,26.89655172,14.96551724,13.62068966,8.310344828,7.275862069,16.5862069,0
2003,1163,1400,0,0,144,0,408.5333333,8.633333333,0.033333333,29.53333333,62.2,6.066666667,14.9,22.1,14.76666667,27.9,15.63333333,15.8,5.933333333,7.733333333,18.4,0,361.4642857,10.17857143,0.035714286,28,62.42857143,5.857142857,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,0
2003,1112,1242,0,0,145,0,196.1071429,14.96428571,0.071428571,30.32142857,65.71428571,7.035714286,17.53571429,25,15.17857143,27.64285714,17.64285714,14.78571429,8.464285714,4.214285714,17.75,0,355.3666667,14.96666667,0,30.23333333,62.3,4.8,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7,0
2003,1246,1266,0,0,145,0,188.375,13.4375,0,28.46875,58.40625,5.90625,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375,0,291.1785714,10.71428571,0.035714286,27.21428571,56.25,5.785714286,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,13.57142857,6,3.642857143,18.64285714,0
2003,1328,1393,0,0,146,0,325.5333333,11,0.1,25.26666667,56.53333333,7.466666667,13.16666667,18.6,12.13333333,24.96666667,14.16666667,11.8,6.933333333,3.766666667,18.6,0,309.3793103,10.20689655,0.034482759,29.24137931,62.20689655,5.24137931,16.37931034,23.62068966,14.31034483,26.89655172,14.96551724,13.62068966,8.310344828,7.275862069,16.5862069,0
2003,1277,1400,0,0,146,0,537.6451613,6.258064516,0.032258065,23.03225806,51.09677419,4.903225806,16.25806452,22.12903226,10.67741935,24.25806452,13.61290323,14.5483871,6.387096774,3.709677419,20.03225806,0,361.4642857,10.17857143,0.035714286,28,62.42857143,5.857142857,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,0
2003,1266,1242,0,0,152,0,291.1785714,10.71428571,0.035714286,27.21428571,56.25,5.785714286,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,13.57142857,6,3.642857143,18.64285714,0,355.3666667,14.96666667,0,30.23333333,62.3,4.8,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7,0
2003,1400,1393,0,0,152,0,361.4642857,10.17857143,0.035714286,28,62.42857143,5.857142857,17,23.78571429,16.17857143,26.14285714,14.5,13.42857143,6.392857143,3.857142857,20.35714286,0,309.3793103,10.20689655,0.034482759,29.24137931,62.20689655,5.24137931,16.37931034,23.62068966,14.31034483,26.89655172,14.96551724,13.62068966,8.310344828,7.275862069,16.5862069,0
2003,1242,1393,0,0,154,0,355.3666667,14.96666667,0,30.23333333,62.3,4.8,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7,0,309.3793103,10.20689655,0.034482759,29.24137931,62.20689655,5.24137931,16.37931034,23.62068966,14.31034483,26.89655172,14.96551724,13.62068966,8.310344828,7.275862069,16.5862069,0
2004,1250,1197,0,0,134,0,489.8928571,2.178571429,0.142857143,22.75,53.96428571,6.142857143,14.21428571,19.82142857,11.17857143,24.42857143,12.5,14.64285714,7.178571429,3.321428571,18.85714286,0,674.3,-1.866666667,0.033333333,23.06666667,55.76666667,8.466666667,17.5,24.53333333,11.43333333,22.53333333,12.7,16.93333333,8.333333333,1.6,21.9,0
2004,1356,1104,0,0,136,0,249.7241379,8.379310345,0,26.31034483,59.17241379,5.965517241,12.68965517,18.44827586,13.20689655,22.20689655,14.10344828,12.06896552,10.27586207,3.103448276,19.37931034,0,501.5862069,4.75862069,0.137931034,24.89655172,55,7.137931034,15.27586207,21.86206897,11.31034483,24,11.86206897,13.27586207,6.448275862,3.103448276,18.34482759,0
2004,1436,1163,0,0,136,0,433.2333333,4.3,0,23.83333333,55.93333333,6.4,12.33333333,18.16666667,11.63333333,24.9,14.56666667,12.56666667,7,2.866666667,15.26666667,0,278.4848485,15.15151515,0.03030303,30.12121212,62.63636364,6.393939394,12.45454545,20.21212121,15.3030303,29.48484848,18.24242424,13.78787879,6.151515152,8.727272727,16.06060606,0
2004,1173,1177,0,0,136,0,346.71875,3.875,0.03125,23.53125,52.09375,6.375,14.53125,21.6875,12.21875,25.78125,14.9375,14.28125,4.53125,2.84375,17.09375,0,403.9,3.2,0.066666667,25.63333333,54.56666667,5.1,14.5,20.6,12.06666667,23.76666667,13.73333333,13.43333333,5.7,2.366666667,17.4,0
2004,1106,1181,0,0,136,0,552.3666667,0.833333333,0.066666667,20.56666667,48.73333333,5.533333333,14.76666667,22.46666667,11.7,22.76666667,10.26666667,17.2,7.066666667,3.133333333,18.7,0,252.375,14.78125,0.0625,27.5625,58.46875,7.1875,17.4375,23.84375,13.40625,22.84375,14.25,14.1875,9.34375,6.8125,18.71875,0
2004,1434,1211,0,0,136,0,637.9310345,0.827586207,0.068965517,24.75862069,55.75862069,5.275862069,17.48275862,24.5862069,11.89655172,26.51724138,15.4137931,16.17241379,6.655172414,3.275862069,22.51724138,0,160.8275862,16.4137931,0.068965517,29.03448276,56.37931034,6.517241379,17.75862069,23.48275862,11.55172414,27.93103448,18.20689655,13.55172414,6.275862069,3.793103448,15.93103448,0
2004,1196,1264,0,0,136,0,453.3666667,7.833333333,0.066666667,26.93333333,55.8,8.2,14.9,19.8,10.23333333,24.93333333,16.26666667,14.66666667,6.533333333,3.133333333,18.86666667,0,282.4482759,10.89655172,0,24.37931034,55.20689655,5.75862069,19.82758621,26.10344828,12.17241379,22.68965517,10.79310345,13,9.448275862,4.172413793,20.31034483,0
2004,1431,1268,0,0,136,0,405.3793103,8.24137931,0,25.65517241,54.51724138,6,18.17241379,24.34482759,10.27586207,24.06896552,16.27586207,13.55172414,7,2.620689655,17.06896552,0,515.6,5.6,0.133333333,28.06666667,63.66666667,5.133333333,16.1,25.7,15.76666667,25.73333333,14.03333333,15.13333333,8.733333333,6.766666667,19.5,0
