Season,team,avg_score,avg_diff,avg_numot,avg_fgm,avg_fga,avg_fgm3,avg_ftm,avg_fta,avg_or,avg_dr,avg_ast,avg_to,avg_stl,avg_blk,avg_pf
2003,1124,600.2142857,0.607142857,0.035714286,23.60714286,58,9.071428571,12.71428571,17.53571429,11.71428571,23.17857143,14.21428571,13.28571429,8.321428571,2.964285714,15.75
2003,1125,525.6071429,1.75,0.107142857,25.5,54.75,8.178571429,13.28571429,18.92857143,10.53571429,23.64285714,16.89285714,16.92857143,9.071428571,1.714285714,18.35714286
2003,1126,845.3333333,-8.2,0.066666667,23.1,55.9,5.7,12.8,18.46666667,12.3,20.43333333,10.96666667,15.86666667,8.266666667,1.8,19.43333333
2003,1127,579.7777778,0.37037037,0.037037037,24.03703704,57.18518519,7.666666667,10.81481481,16,11.7037037,24.22222222,12.7037037,15.07407407,6.444444444,6.481481481,18.25925926
2003,1128,437.6153846,3.153846154,0,22.03846154,49.76923077,7.692307692,16.07692308,22.23076923,10.65384615,21.46153846,13.38461538,15.65384615,7.884615385,3.961538462,18.07692308
2003,1129,675.6071429,-1.035714286,0.142857143,23.07142857,56.17857143,5.178571429,14.57142857,20.89285714,11.17857143,21.92857143,11.64285714,14.39285714,6.642857143,3.821428571,19.5
2003,1130,481.2068966,3.310344828,0.103448276,27.96551724,59.65517241,6,17.72413793,25.65517241,13.79310345,22.06896552,17,13.34482759,7,2.896551724,18.96551724
2003,1131,425.3333333,4.833333333,0.066666667,23.63333333,54.9,6.566666667,14.26666667,19.2,11,24.4,13.56666667,13.36666667,5.7,3.466666667,20.16666667
2003,1132,700,-4.148148148,0.037037037,21.22222222,48.37037037,6.259259259,17.77777778,24.11111111,8.666666667,22.11111111,12.74074074,16.66666667,7.148148148,2.518518519,22.18518519
2003,1133,733.4137931,-0.068965517,0.103448276,24.72413793,56.65517241,6.379310345,16.48275862,23.4137931,11,23.24137931,12.55172414,14.17241379,7.448275862,1.689655172,20.34482759
2003,1135,495,1.892857143,0.071428571,24.39285714,52.85714286,6.571428571,18.60714286,25,9.535714286,23.35714286,14.57142857,15.67857143,7.642857143,3.678571429,17.60714286
2003,1137,637.6785714,-1.642857143,0,19,47,5.821428571,13.85714286,21.75,9.714285714,22.03571429,11.67857143,15.82142857,5.785714286,2.142857143,17.78571429
2003,1138,948.2142857,-7.392857143,0,23.28571429,57.92857143,5.392857143,12.85714286,19.14285714,13.57142857,22.64285714,12.64285714,14.5,6.428571429,2.071428571,22.71428571
2003,1139,254,7.655172414,0.137931034,24.06896552,50.65517241,8.482758621,11.96551724,16.55172414,7.827586207,20.37931034,12.96551724,10.4137931,6.344827586,1.862068966,16.06896552
2003,1140,349.1290323,8.774193548,0.032258065,24.03225806,51.25806452,6.193548387,18.19354839,24.16129032,10.87096774,24.41935484,13.41935484,13.74193548,6.935483871,2.516129032,21.41935484
2003,1141,302.1724138,6.103448276,0,26.62068966,52.68965517,6.827586207,19.27586207,25.17241379,10.5862069,23.27586207,15.62068966,18.24137931,7.103448276,4,20.96551724
2003,1142,588.0344828,-0.862068966,0.068965517,23.5862069,55.55172414,6.413793103,13.93103448,19.44827586,11.51724138,23.37931034,12.44827586,15.82758621,6.965517241,3.827586207,19.44827586
2003,1143,370.4137931,4.724137931,0.103448276,27.34482759,58.72413793,6.413793103,13.37931034,19.51724138,11.24137931,24.37931034,16,14.17241379,6.551724138,2.793103448,17.10344828
2003,1144,980.7307692,-13.19230769,0.076923077,22.96153846,52.07692308,6.269230769,12.84615385,18.38461538,7.846153846,19.84615385,14.5,16,6.192307692,2.730769231,16.57692308
2003,1145,763.7857143,-0.892857143,0,26.39285714,60.14285714,5.928571429,11.53571429,16.35714286,11.5,25.25,15.64285714,14.32142857,8.142857143,3.392857143,19.35714286
2003,1147,703.2083333,-5.25,0,25.375,56.04166667,4.333333333,17.54166667,22.79166667,11.04166667,18.5,12.04166667,16.08333333,8.125,3.708333333,20.41666667
2003,1148,571.7857143,0.428571429,0,24.42857143,52.82142857,5.357142857,13.32142857,17.82142857,11.5,21.89285714,11.46428571,15.46428571,5.785714286,1.642857143,15.53571429
2003,1149,651.8076923,-1.307692308,0.076923077,24.34615385,55.07692308,3.846153846,12.15384615,16.30769231,10.76923077,21.26923077,12.46153846,14.65384615,9.769230769,3.192307692,19.23076923
2003,1150,668.0344828,-1.448275862,0.172413793,23.82758621,60.13793103,7.965517241,12.82758621,20.24137931,14.65517241,23.27586207,14.51724138,13.72413793,8.482758621,2.034482759,18.34482759
2003,1151,423.8928571,4.214285714,0.035714286,27.5,57.42857143,7.464285714,17.35714286,22.85714286,12.60714286,23.07142857,16.17857143,16.46428571,7.142857143,3.178571429,18.57142857
2003,1152,1043.566667,-11.76666667,0.033333333,23.53333333,53.23333333,3.8,12.33333333,19.96666667,12.03333333,20.73333333,12.1,17.43333333,7.2,1.666666667,22.03333333
2003,1153,497,5.821428571,0,22.89285714,56.67857143,6.678571429,14.85714286,21.53571429,12.14285714,23.39285714,12.28571429,10.60714286,5.178571429,4.25,18.96428571
2003,1154,974.2083333,-8.291666667,0,21.79166667,54.41666667,6.166666667,13.33333333,20.08333333,11,21.66666667,13.08333333,16.33333333,7.458333333,3.041666667,20.125
2003,1155,577.1785714,0.321428571,0,24.46428571,55.39285714,4.821428571,14.67857143,22.35714286,13.42857143,22.42857143,12.53571429,13.46428571,7.107142857,2.642857143,19.10714286
2003,1156,867,-7.566666667,0.1,22.9,51.33333333,5.9,13.93333333,21.13333333,10.43333333,21,13.53333333,17.23333333,7.066666667,4.433333333,19.46666667
2003,1157,698.5384615,-2.615384615,0.038461538,23.88461538,54.96153846,5.884615385,13.61538462,18.57692308,13.34615385,22.11538462,12.23076923,16.84615385,6.230769231,1.576923077,21.19230769
2003,1158,337.4137931,4.689655172,0.103448276,25.31034483,58.03448276,9.068965517,13.65517241,19.93103448,10.89655172,23.93103448,14.44827586,14.06896552,7.344827586,4.379310345,18.93103448
2003,1159,656.7307692,-1.884615385,0,24.46153846,56.42307692,6.576923077,10.38461538,15.07692308,10.57692308,21.88461538,13.96153846,14.30769231,6.884615385,1.692307692,19.15384615
2003,1160,464.0967742,5.451612903,0.032258065,27.19354839,61.32258065,4.967741935,16.16129032,23.93548387,14.48387097,27.96774194,13.38709677,14,6.129032258,6.64516129,17.70967742
2003,1161,548.0666667,1.333333333,0.033333333,26.4,52.1,4.2,17,24.26666667,10.8,23.46666667,15.5,16.13333333,5.333333333,4.233333333,20.56666667
2003,1162,1080.111111,-12.44444444,0.037037037,16.92592593,45.40740741,5.037037037,10.74074074,16,9.444444444,21.62962963,9.703703704,17.07407407,5.185185185,3.444444444,18.25925926
2003,1163,408.5333333,8.633333333,0.033333333,29.53333333,62.2,6.066666667,14.9,22.1,14.76666667,27.9,15.63333333,15.8,5.933333333,7.733333333,18.4
2003,1164,733.25,-3.607142857,0.071428571,21.07142857,48.21428571,4.428571429,11.46428571,15.67857143,9.25,19.42857143,9.214285714,14.85714286,7.321428571,2.071428571,15.71428571
2003,1165,827.5769231,-7.961538462,0.038461538,21.34615385,50.23076923,6.230769231,11,17.26923077,9.307692308,22.15384615,12.92307692,15.46153846,7.307692308,2.115384615,18.34615385
2003,1166,212.2424242,14.90909091,0.03030303,28.6969697,57.45454545,7.96969697,13.87878788,20.03030303,10.87878788,23.18181818,16.81818182,13.36363636,8.393939394,4.454545455,17.27272727
2003,1168,788.1724138,-3.724137931,0.206896552,22.75862069,51.79310345,4.75862069,12.65517241,19.51724138,12.06896552,19.34482759,11.68965517,13.24137931,5.931034483,1.517241379,18
2003,1169,662.3571429,-0.071428571,0.178571429,24.32142857,54.39285714,6.071428571,15.14285714,21.46428571,12.42857143,22.21428571,12.75,17.10714286,8.535714286,2,22.78571429
2003,1170,740.3571429,-7.464285714,0.071428571,22.85714286,55.67857143,5.75,13.96428571,20.78571429,10.85714286,22.03571429,12.96428571,16.35714286,8.392857143,2.928571429,21.39285714
2003,1171,873.5769231,-5.192307692,0.115384615,20.46153846,49.53846154,8.153846154,10.15384615,14.42307692,6.769230769,21.34615385,13.53846154,12.42307692,6.076923077,2.384615385,18.57692308
2003,1172,535.4583333,2.458333333,0.041666667,26.33333333,58.41666667,9.166666667,14.66666667,18.95833333,11.83333333,28.375,16,18.875,5.625,1.625,20.375
2003,1173,263.2758621,6.482758621,0.034482759,24.48275862,54.20689655,7.517241379,16.31034483,22.79310345,13.48275862,23.17241379,15.20689655,13.31034483,5.379310345,2.931034483,17.5862069
2003,1174,604.4827586,0.310344828,0.068965517,24.20689655,59.27586207,6.965517241,13.24137931,18.75862069,11.03448276,24.37931034,14.03448276,13.4137931,7.965517241,3.724137931,19.10344828
2003,1175,561.1111111,-0.37037037,0.074074074,21.92592593,49.7037037,6.592592593,11.77777778,17.14814815,10.62962963,19.33333333,12.14814815,13.7037037,6.666666667,3.37037037,18.25925926
2003,1176,590.40625,1.8125,0.09375,24.3125,59.65625,7.78125,14.46875,19.875,12.78125,24.25,14.375,13.3125,7.15625,1.6875,19.15625
2003,1177,545.5357143,2.821428571,0.071428571,23.35714286,53.10714286,4.428571429,15.89285714,21.85714286,12.32142857,24.60714286,12.85714286,14.53571429,5.75,2.107142857,18.17857143
2003,1178,532.2413793,5.965517241,0,26.5862069,55.27586207,4.517241379,13.27586207,18.86206897,10.89655172,22.31034483,13.37931034,11.96551724,6.413793103,2.551724138,19.17241379
2003,1179,862.9285714,-5.75,0.142857143,21.75,48.42857143,5.464285714,14.78571429,20.21428571,8.25,22.39285714,12.78571429,14.39285714,3.892857143,1.607142857,17.17857143
2003,1180,493.1724138,3.413793103,0.068965517,24.5862069,57.10344828,6.379310345,13.06896552,19.4137931,11.03448276,24.4137931,14.72413793,13.5862069,7.344827586,4.620689655,18.24137931
2003,1181,303.4,11.56666667,0.066666667,27.36666667,60.33333333,7.333333333,19.9,28.06666667,13.76666667,23.1,13.83333333,14.03333333,8.5,5.133333333,21.26666667
2003,1182,848.9333333,-6.666666667,0.1,23.5,52.83333333,5.666666667,14.03333333,20.36666667,10.86666667,22.16666667,12.56666667,18.93333333,6.7,3.6,19.46666667
2003,1183,672.6785714,-1.25,0.035714286,27.53571429,61.89285714,6.75,15.39285714,20.14285714,12.10714286,22.85714286,16.14285714,12.96428571,6.392857143,2.035714286,19.64285714
2003,1184,863.0833333,-5.958333333,0,26.75,59.79166667,5.5,15.66666667,22.58333333,11.66666667,21.375,14.20833333,14.83333333,7.833333333,2.5,22.91666667
2003,1185,675.7692308,-2.923076923,0.076923077,26.73076923,58,4.807692308,18.57692308,28.84615385,12.65384615,24.30769231,14.73076923,15.19230769,6.038461538,3.153846154,21.76923077
2003,1186,534.7241379,3.689655172,0.068965517,23.89655172,51.20689655,4.689655172,17.48275862,23.82758621,9.379310345,22.86206897,14.79310345,17.03448276,7.689655172,2.724137931,21.48275862
2003,1187,741.04,-2.92,0,22.72,56.16,4.24,13.32,19.28,12.84,24.76,11.92,12.8,4.76,3.64,17.32
2003,1189,740.28,-6.04,0.12,22.92,54.2,4.52,12.04,18.28,12.92,20.56,11.16,16.2,7.2,2.56,19.48
2003,1190,492.9259259,2.222222222,0,28.07407407,61.40740741,5.222222222,18.33333333,24.81481481,14,24.03703704,14.03703704,18.74074074,10.7037037,5.259259259,19.51851852
2003,1191,713.3571429,-3.678571429,0,23.92857143,49.5,5.857142857,16.28571429,22.32142857,8.785714286,23.07142857,15.75,15.92857143,5.392857143,3.392857143,19.89285714
2003,1192,616.3103448,-1.620689655,0.206896552,25.4137931,58.10344828,8.482758621,13.31034483,18.89655172,10.06896552,21.27586207,14.03448276,14.5862069,6,2.344827586,19.24137931
2003,1193,484,1.233333333,0.066666667,24.03333333,54.2,4.266666667,18.3,25.33333333,11.8,25.6,12.83333333,17.13333333,7.6,5.333333333,20.3
2003,1194,945.3703704,-8.37037037,0.111111111,25.14814815,64.03703704,6.481481481,12.2962963,18.40740741,14.37037037,21.55555556,12.22222222,16.62962963,9.074074074,3.481481481,23.33333333
2003,1196,331.3225806,11.22580645,0.096774194,26.93548387,56.51612903,8.677419355,13.35483871,18.93548387,10.80645161,24.25806452,16.41935484,13.38709677,7.774193548,4.096774194,16.90322581
2003,1197,539.6551724,-0.275862069,0.206896552,23.48275862,54.51724138,8.275862069,16.24137931,24,13.44827586,24.44827586,11.24137931,17.48275862,7.24137931,2.103448276,19.89655172
2003,1198,914.5357143,-5.071428571,0.142857143,21.28571429,52.21428571,3.714285714,13.60714286,22.28571429,13.71428571,20.85714286,9.5,15.85714286,7.75,2.035714286,19.21428571
2003,1199,656.1724138,1.517241379,0,24.75862069,57.31034483,6.413793103,12.13793103,18.06896552,10.62068966,24,13.93103448,14.89655172,9.448275862,4.482758621,18.93103448
2003,1200,1119.964286,-13.5,0,23.14285714,56.14285714,6.857142857,11.5,18.60714286,11.46428571,22.35714286,12.10714286,17.46428571,7.428571429,3.285714286,21.10714286
2003,1201,394.9285714,4.857142857,0.142857143,25.89285714,57.75,6.535714286,13.32142857,18.85714286,13.42857143,24.32142857,14.75,15.78571429,6.571428571,4.428571429,19.89285714
2003,1202,759.0357143,-4.178571429,0.035714286,23.35714286,56,5.607142857,12.21428571,17.67857143,12.67857143,22.89285714,12.71428571,14.82142857,6.928571429,2.892857143,17.46428571
2003,1203,735.3793103,-0.517241379,0.034482759,23.82758621,54.34482759,5.931034483,17.79310345,26.34482759,13.79310345,22.75862069,13.27586207,16.34482759,6.448275862,3.172413793,20.51724138
2003,1204,643.4615385,-2.153846154,0,27.69230769,60.34615385,6.153846154,14.03846154,21.88461538,13.5,22.92307692,13.61538462,15.80769231,7.384615385,3.692307692,19.42307692
2003,1205,1043.678571,-7.678571429,0.035714286,25.17857143,63.71428571,7.964285714,8.892857143,12.71428571,12.53571429,25.75,15.42857143,16.46428571,6.75,2.964285714,18.42857143
2003,1206,556.6785714,3.571428571,0,22.78571429,53.85714286,4.464285714,14.03571429,20.67857143,12.92857143,23.46428571,11.71428571,15.67857143,7.607142857,2.214285714,16.92857143
2003,1207,623.3448276,6.517241379,0.172413793,26.4137931,61.44827586,4.689655172,18.79310345,25.62068966,14.03448276,25.51724138,15.51724138,15.93103448,9.482758621,6.310344828,22.20689655
2003,1208,415.7777778,6,0.111111111,28.51851852,61.44444444,6.703703704,15.44444444,21.62962963,12.81481481,24.59259259,17.92592593,11.55555556,7.62962963,4.37037037,17.18518519
2003,1209,682.8928571,-0.25,0.285714286,26.64285714,58.78571429,6.107142857,13.82142857,19.46428571,11.5,22.17857143,13.28571429,14.53571429,7.607142857,4.928571429,17.14285714
2003,1210,646.1785714,4.464285714,0,27.03571429,60.53571429,5.678571429,14.32142857,21.14285714,14.03571429,24.75,15.57142857,15.17857143,8.071428571,5.357142857,18.57142857
2003,1211,370.7419355,8.870967742,0.096774194,26.06451613,55.4516129,7.161290323,17.77419355,24.64516129,11.93548387,25.32258065,15.74193548,14.5483871,6.806451613,3.516129032,18.64516129
2003,1212,808.3214286,-9.571428571,0.035714286,26.39285714,62.42857143,6.214285714,12.10714286,17.32142857,10.96428571,25.5,13.32142857,16.25,5.464285714,3.964285714,19.67857143
2003,1214,492.2666667,2.666666667,0.033333333,25.33333333,55.8,5.933333333,14.86666667,22.5,12.66666667,23.46666667,14.63333333,17.7,8.433333333,3.7,22.63333333
2003,1216,601.9642857,0.035714286,0.071428571,23.32142857,55.89285714,4.964285714,12.89285714,20.25,13.89285714,22.57142857,12.03571429,14,7.25,2.321428571,18.78571429
2003,1217,733.1153846,-2.153846154,0.115384615,25.42307692,59.46153846,7.769230769,12,17.69230769,12.92307692,24.80769231,15.42307692,16.92307692,7.461538462,2.384615385,20.38461538
2003,1218,509.3448276,3.068965517,0.103448276,24.93103448,54.89655172,5.275862069,14.68965517,21.37931034,11.48275862,22.48275862,16.24137931,14.72413793,6.793103448,3.103448276,17.86206897
2003,1219,922.6666667,-6.37037037,0.037037037,24.96296296,56.25925926,5.407407407,13.18518519,20.33333333,11.96296296,21.48148148,11.88888889,16.18518519,7.407407407,2,18.25925926
2003,1220,902.862069,-6.517241379,0,23.4137931,57.55172414,6.827586207,10.44827586,17.75862069,15,25.62068966,13.06896552,18.48275862,5.24137931,2.931034483,20.13793103
2003,1221,229.6551724,11.13793103,0,24.20689655,52.72413793,5.310344828,15.62068966,22.13793103,12.06896552,24.31034483,15.4137931,13.93103448,7.965517241,4.482758621,18.37931034
2003,1222,890.8928571,-7.964285714,0.035714286,21.28571429,52.78571429,5.571428571,10.10714286,15.32142857,11.67857143,25.96428571,10.78571429,17.42857143,5.214285714,4.428571429,16.60714286
2003,1224,728.2,0.366666667,0.066666667,26,59.86666667,6,15.2,22.1,14.16666667,20.43333333,11.16666667,15.2,8,2.766666667,19.2
2003,1225,709.9259259,-1.666666667,0.222222222,22.07407407,53.7037037,5.407407407,12.33333333,17.55555556,11.85185185,22.77777778,12.03703704,13.77777778,5.925925926,3,16.66666667
2003,1226,671.7777778,-0.592592593,0.148148148,25.85185185,58.33333333,5.481481481,13.40740741,20.81481481,11.25925926,22.55555556,14.25925926,14.96296296,8.037037037,3.407407407,19.88888889
2003,1227,396,6.517241379,0,27.86206897,58.44827586,6.413793103,13.31034483,22.27586207,13.51724138,24.34482759,16.44827586,12.51724138,6.172413793,3.310344828,19.44827586
2003,1228,308.1666667,14.03333333,0,27.1,55.8,7.433333333,13.8,19.1,9.733333333,25.4,18.26666667,13.16666667,7,3.1,19.13333333
2003,1229,909.4137931,-5.586206897,0,23.68965517,53.5862069,6.482758621,10.72413793,15.24137931,9.75862069,21.13793103,11.51724138,14.86206897,6.172413793,2.413793103,18.89655172
2003,1231,508.78125,3.53125,0.09375,23.4375,54.9375,7.53125,16.125,22.625,11.21875,25.625,13.8125,11.5,4.4375,5.34375,18.0625
2003,1232,969.1935484,-9.322580645,0,20.77419355,52.77419355,4.838709677,10.03225806,14.64516129,9.935483871,20.83870968,12.29032258,13.32258065,6.516129032,2.774193548,18.38709677
2003,1233,557.1034483,3.482758621,0.103448276,26.13793103,56.72413793,5.724137931,16.96551724,23.68965517,11.13793103,24.20689655,16.44827586,15.34482759,8.206896552,4.344827586,20.37931034
2003,1234,611.1785714,2.821428571,0.071428571,24.25,54.14285714,4.785714286,16.25,22.64285714,11.32142857,25.03571429,14.46428571,15.03571429,6.642857143,4,17.71428571
2003,1235,615.1071429,3.678571429,0,26.32142857,57.75,5.714285714,12.03571429,17.75,11.28571429,25.39285714,11.85714286,13.57142857,5.5,5.5,18.64285714
2003,1236,876.2758621,-8.172413793,0.103448276,23.37931034,54.89655172,6.862068966,14.55172414,20.75862069,9.172413793,23.27586207,13.55172414,15.86206897,8,3.034482759,19.55172414
2003,1237,547.34375,0.84375,0.0625,24.4375,53.9375,6.5,15.875,22.625,11.6875,20.90625,13.375,15.90625,8.1875,1.8125,19.34375
2003,1238,823.4285714,-4.035714286,0.071428571,23.92857143,58.03571429,6.5,16.07142857,23.5,10.17857143,23.46428571,13.10714286,16.10714286,9.892857143,2.535714286,22.21428571
2003,1239,739.8214286,-4.285714286,0,23.96428571,55.25,4.785714286,12.85714286,19.46428571,12.17857143,23.5,11.82142857,17.14285714,6.714285714,5.214285714,16.5
2003,1240,481.4482759,3.034482759,0.034482759,26.48275862,58.51724138,7.75862069,14.27586207,21.06896552,12.48275862,21.31034483,15.20689655,14.82758621,9.551724138,2.620689655,21.20689655
2003,1241,757.0344828,-2.310344828,0,23.96551724,55.86206897,6.275862069,12.31034483,18.34482759,11.44827586,23.03448276,12.75862069,15,5.896551724,5.103448276,19.96551724
2003,1242,355.3666667,14.96666667,0,30.23333333,62.3,4.8,16.06666667,24.13333333,14.3,26.9,16.73333333,14.9,10.13333333,4.9,16.7
2003,1243,737.9333333,3.466666667,0.033333333,25.53333333,55.8,5.633333333,12.93333333,20.56666667,11.36666667,25.7,15.4,13.23333333,4.933333333,3.633333333,17.93333333
2003,1245,440.8275862,4.793103448,0.034482759,27.20689655,55.82758621,7.413793103,14.79310345,20.75862069,10.62068966,23.72413793,14.06896552,12.89655172,6.517241379,1.896551724,20.17241379
2003,1246,188.375,13.4375,0,28.46875,58.40625,5.90625,14.6875,20.78125,12.875,24.15625,16.1875,14.0625,7.8125,5.09375,17.375
2003,1247,761.8275862,-3.103448276,0.034482759,22.5862069,56.89655172,6.310344828,16.82758621,23.03448276,13.03448276,22.5862069,11.4137931,14.34482759,6.344827586,2.068965517,21.10344828
2003,1248,767.8518519,-2.925925926,0,23.2962963,52.55555556,6.851851852,12.66666667,17.88888889,9.444444444,23.55555556,13.37037037,14.03703704,5.185185185,3.814814815,16.11111111
2003,1249,704.0769231,-1.115384615,0.115384615,22.23076923,52.30769231,5.730769231,14.61538462,21.5,11.19230769,26,10.57692308,17.76923077,6.192307692,4.615384615,18.30769231
2003,1250,613.0384615,0.038461538,0,22.34615385,52.15384615,5.269230769,13.88461538,19.03846154,10.19230769,24.07692308,12,14.07692308,7.076923077,3.038461538,18.84615385
2003,1251,680.8275862,-4,0.034482759,21,52.17241379,5.517241379,18,24.34482759,11.55172414,24.20689655,11.31034483,18.17241379,8.620689655,3.034482759,20.13793103
2003,1252,960.9166667,-5.333333333,0.083333333,24.5,56.45833333,8.291666667,19.58333333,26.875,10.33333333,26.66666667,14.25,17.16666667,4.041666667,3.583333333,19.20833333
2003,1253,1070.846154,-12.03846154,0,21.34615385,49.65384615,5.769230769,14.11538462,19.92307692,9.730769231,20.34615385,11.76923077,17.11538462,4.5,2.615384615,19.42307692
2003,1254,878.0714286,-5.928571429,0.142857143,27.57142857,63,5.892857143,14.03571429,20.78571429,14.82142857,25.78571429,14.32142857,17.28571429,6.571428571,2.178571429,20.92857143
2003,1256,785.48,-4.32,0.04,24.24,57.44,4.84,14.76,21.24,12.48,24,11.16,14.08,5.4,3.2,20.24
2003,1257,318.4333333,13.36666667,0.066666667,27.96666667,60.83333333,8.433333333,17.46666667,25.1,13.2,25.1,16.6,13.36666667,7.2,4.733333333,22.66666667
2003,1258,824.8,-3.266666667,0.033333333,24.26666667,56.73333333,4.033333333,17.8,25.1,11.96666667,21.8,14.36666667,16.06666667,7.833333333,4.1,22.3
2003,1259,1089.285714,-13,0.035714286,19.39285714,49.17857143,5.357142857,14.89285714,21.71428571,10,22.07142857,9.535714286,17.46428571,5.535714286,2.642857143,18.28571429
2003,1260,688.1290323,-0.161290323,0.096774194,26.41935484,62.87096774,6.35483871,15.29032258,21.03225806,14.74193548,23.58064516,11.83870968,14,7.258064516,4,20.74193548
2003,1261,460.0967742,10.32258065,0,26.80645161,55.06451613,6.741935484,12.87096774,19.87096774,10.61290323,24.51612903,16.38709677,13.87096774,8,4.161290323,16.35483871
2003,1263,756.6428571,1.214285714,0,26.57142857,55.53571429,7.107142857,10.71428571,16.35714286,10.92857143,26.32142857,15.67857143,17.85714286,7.214285714,5.607142857,17.14285714
2003,1264,323.3448276,8.413793103,0.172413793,25.93103448,57.55172414,5.517241379,18.79310345,23.89655172,11.31034483,23.31034483,13.86206897,14.20689655,9.172413793,3.896551724,21.93103448
2003,1265,732.3103448,-2.793103448,0.034482759,24.17241379,59.10344828,7.75862069,15.24137931,19.5862069,10.96551724,23.72413793,13.86206897,13.44827586,6.862068966,3.551724138,16.82758621
2003,1266,291.1785714,10.71428571,0.035714286,27.21428571,56.25,5.785714286,18.17857143,23.60714286,13.10714286,24.07142857,16.32142857,13.57142857,6,3.642857143,18.64285714
2003,1267,714.1785714,-0.107142857,0.107142857,24.89285714,53.14285714,6.285714286,15.85714286,20.5,8.392857143,23.67857143,13.78571429,14.39285714,6.035714286,3.678571429,19.35714286
2003,1268,464.8214286,13.92857143,0.071428571,29.42857143,63.35714286,6.75,15.17857143,21.57142857,13.75,26.75,18.89285714,14.10714286,10.89285714,6.607142857,19
2003,1269,841.3214286,-5.5,0,22.25,51.78571429,5.571428571,11.35714286,17.89285714,10.67857143,21.46428571,14.03571429,15.71428571,6.035714286,3.785714286,19.53571429
2003,1270,693.9259259,-1.555555556,0,23.88888889,54.7037037,6.925925926,13.81481481,20.22222222,12.25925926,23.25925926,12.77777778,16.92592593,7.259259259,4.074074074,21.44444444
